Date,USDINR
4/20/2005,43.755
4/19/2005,43.765
4/18/2005,43.83
4/15/2005,43.83
4/14/2005,43.75
4/13/2005,43.75
4/12/2005,43.7325
4/11/2005,43.7163
4/8/2005,43.7663
4/7/2005,43.7275
4/6/2005,43.7538
4/5/2005,43.7825
4/4/2005,43.7825
4/1/2005,43.75
3/31/2005,43.745
3/30/2005,43.82
3/29/2005,43.82
3/28/2005,43.7888
3/25/2005,43.7562
3/24/2005,43.7563
3/23/2005,43.78
3/22/2005,43.7325
3/21/2005,43.7275
3/18/2005,43.655
3/17/2005,43.66
3/16/2005,43.6325
3/15/2005,43.5875
3/14/2005,43.5575
3/11/2005,43.565
3/10/2005,43.595
3/9/2005,43.645
3/8/2005,43.6988
3/7/2005,43.725
3/4/2005,43.73
3/3/2005,43.715
3/2/2005,43.71
3/1/2005,43.72
2/28/2005,43.675
2/25/2005,43.7
2/24/2005,43.7
2/23/2005,43.715
2/22/2005,43.7563
2/21/2005,43.8288
2/18/2005,43.8488
2/17/2005,43.81
2/16/2005,43.765
2/15/2005,43.82
2/14/2005,43.755
2/11/2005,43.825
2/10/2005,43.78
2/9/2005,43.71
2/8/2005,43.7
2/7/2005,43.49
2/4/2005,43.475
2/3/2005,43.42
2/2/2005,43.42
2/1/2005,43.705
1/31/2005,43.72
1/28/2005,43.725
1/27/2005,43.785
1/26/2005,43.795
1/25/2005,43.795
1/24/2005,43.765
1/21/2005,43.81
1/20/2005,43.81
1/19/2005,43.725
1/18/2005,43.725
1/17/2005,43.655
1/14/2005,43.7475
1/13/2005,43.735
1/12/2005,43.81
1/11/2005,43.8025
1/10/2005,43.93
1/7/2005,43.82
1/6/2005,43.91
1/5/2005,43.83
1/4/2005,43.52
1/3/2005,43.475
12/31/2004,43.46
12/30/2004,43.725
12/29/2004,43.7
12/28/2004,43.725
12/27/2004,43.855
12/24/2004,43.785
12/23/2004,43.775
12/22/2004,43.845
12/21/2004,43.82
12/20/2004,43.93
12/17/2004,43.945
12/16/2004,43.83
12/15/2004,44.04
12/14/2004,44.115
12/13/2004,44.28
12/10/2004,44.73
12/9/2004,44.2125
12/8/2004,44.075
12/7/2004,43.725
12/6/2004,43.63
12/3/2004,44.135
12/2/2004,44.105
12/1/2004,44.455
11/30/2004,44.635
11/29/2004,44.805
11/26/2004,45.0375
11/25/2004,45.0275
11/24/2004,45.0813
11/23/2004,45.07
11/22/2004,45.04
11/19/2004,45.095
11/18/2004,45.13
11/17/2004,45.0613
11/16/2004,45.07
11/15/2004,45.155
11/12/2004,45.155
11/11/2004,45.155
11/10/2004,45.18
11/9/2004,45.16
11/8/2004,45.1725
11/5/2004,45.175
11/4/2004,45.21
11/3/2004,45.375
11/2/2004,45.51
11/1/2004,45.4175
10/29/2004,45.3875
10/28/2004,45.565
10/27/2004,45.635
10/26/2004,45.675
10/25/2004,45.65
10/22/2004,45.69
10/21/2004,45.7375
10/20/2004,45.77
10/19/2004,45.8025
10/18/2004,45.8475
10/15/2004,45.86
10/14/2004,45.86
10/13/2004,45.835
10/12/2004,45.8725
10/11/2004,45.8425
10/8/2004,45.815
10/7/2004,45.8563
10/6/2004,45.8575
10/5/2004,45.865
10/4/2004,45.8525
10/1/2004,45.9
9/30/2004,45.95
9/29/2004,46.01
9/28/2004,46.11
9/27/2004,45.965
9/24/2004,45.91
9/23/2004,45.925
9/22/2004,45.86
9/21/2004,45.845
9/20/2004,45.8775
9/17/2004,45.875
9/16/2004,45.865
9/15/2004,45.855
9/14/2004,45.905
9/13/2004,46.1725
9/10/2004,46.2725
9/9/2004,46.2925
9/8/2004,46.3225
9/7/2004,46.36
9/6/2004,46.3488
9/3/2004,46.295
9/2/2004,46.32
9/1/2004,46.3325
8/31/2004,46.3538
8/30/2004,46.3675
8/27/2004,46.305
8/26/2004,46.335
8/25/2004,46.36
8/24/2004,46.315
8/23/2004,46.2725
8/20/2004,46.26
8/19/2004,46.3225
8/18/2004,46.3625
8/17/2004,46.355
8/16/2004,46.405
8/13/2004,46.3
8/12/2004,46.2225
8/11/2004,46.3175
8/10/2004,46.355
8/9/2004,46.4263
8/6/2004,46.3675
8/5/2004,46.3675
8/4/2004,46.365
8/3/2004,46.39
8/2/2004,46.345
7/30/2004,46.47
7/29/2004,46.4713
7/28/2004,46.345
7/27/2004,46.225
7/26/2004,46.28
7/23/2004,46.3225
7/22/2004,46.255
7/21/2004,46.12
7/20/2004,46.11
7/19/2004,46.09
7/16/2004,45.955
7/15/2004,46.115
7/14/2004,45.8575
7/13/2004,45.88
7/12/2004,45.69
7/9/2004,45.665
7/8/2004,45.835
7/7/2004,45.85
7/6/2004,46.045
7/5/2004,45.835
7/2/2004,45.88
7/1/2004,45.885
6/30/2004,46.06
6/29/2004,46.03
6/28/2004,45.935
6/25/2004,45.8325
6/24/2004,45.77
6/23/2004,45.71
6/22/2004,46.25
6/21/2004,45.935
6/18/2004,45.67
6/17/2004,45.49
6/16/2004,45.41
6/15/2004,45.395
6/14/2004,45.345
6/11/2004,45.155
6/10/2004,45.0675
6/9/2004,44.98
6/8/2004,45.025
6/7/2004,45.0525
6/4/2004,45.115
6/3/2004,45.25
6/2/2004,45.3863
6/1/2004,45.43
5/31/2004,45.465
5/28/2004,45.475
5/27/2004,45.415
5/26/2004,45.395
5/25/2004,45.36
5/24/2004,45.3375
5/21/2004,45.285
5/20/2004,45.345
5/19/2004,45.245
5/18/2004,45.48
5/17/2004,45.525
5/14/2004,45.63
5/13/2004,45.27
5/12/2004,45.375
5/11/2004,45.41
5/10/2004,45.03
5/7/2004,44.66
5/6/2004,44.68
5/5/2004,44.685
5/4/2004,44.705
5/3/2004,44.805
4/30/2004,44.5
4/29/2004,44.42
4/28/2004,44.17
4/27/2004,44.23
4/26/2004,44.085
4/23/2004,44.03
4/22/2004,44.14
4/21/2004,44.055
4/20/2004,43.95
4/19/2004,43.8975
4/16/2004,43.88
4/15/2004,43.99
4/14/2004,43.8
4/13/2004,43.8
4/12/2004,43.6525
4/9/2004,43.635
4/8/2004,43.62
4/7/2004,43.5375
4/6/2004,43.735
4/5/2004,43.6875
4/2/2004,43.735
4/1/2004,43.6
3/31/2004,43.6
3/30/2004,44.06
3/29/2004,44.07
3/26/2004,44.48
3/25/2004,44.7375
3/24/2004,44.7451
3/23/2004,44.8706
3/22/2004,45.095
3/19/2004,45.1701
3/18/2004,45.2375
3/17/2004,45.2463
3/16/2004,45.2425
3/15/2004,45.245
3/12/2004,45.26
3/11/2004,45.285
3/10/2004,45.21
3/9/2004,45.21
3/8/2004,45.225
3/5/2004,45.27
3/4/2004,45.27
3/3/2004,45.215
3/2/2004,45.2375
3/1/2004,45.2375
2/27/2004,45.235
2/26/2004,45.235
2/25/2004,45.2
2/24/2004,45.23
2/23/2004,45.285
2/20/2004,45.2562
2/19/2004,45.24
2/18/2004,45.275
2/17/2004,45.2813
2/16/2004,45.2975
2/13/2004,45.235
2/12/2004,45.215
2/11/2004,45.2625
2/10/2004,45.23
2/9/2004,45.235
2/6/2004,45.285
2/5/2004,45.26
2/4/2004,45.27
2/3/2004,45.295
2/2/2004,45.24
1/30/2004,45.265
1/29/2004,45.275
1/28/2004,45.345
1/27/2004,45.38
1/26/2004,45.325
1/23/2004,45.355
1/22/2004,45.355
1/21/2004,45.35
1/20/2004,45.405
1/19/2004,45.42
1/16/2004,45.405
1/15/2004,45.425
1/14/2004,45.42
1/13/2004,45.405
1/12/2004,45.425
1/9/2004,45.435
1/8/2004,45.505
1/7/2004,45.48
1/6/2004,45.615
1/5/2004,45.615
1/2/2004,45.64
1/1/2004,45.596
12/31/2003,45.625
12/30/2003,45.525
12/29/2003,45.57
12/26/2003,45.45
12/25/2003,45.515
12/24/2003,45.475
12/23/2003,45.475
12/22/2003,45.525
12/19/2003,45.45
12/18/2003,45.495
12/17/2003,45.505
12/16/2003,45.515
12/15/2003,45.535
12/12/2003,45.525
12/11/2003,45.535
12/10/2003,45.515
12/9/2003,45.52
12/8/2003,45.56
12/5/2003,45.595
12/4/2003,45.595
12/3/2003,45.625
12/2/2003,45.64
12/1/2003,45.695
11/28/2003,45.77
11/27/2003,45.895
11/26/2003,45.88
11/25/2003,45.925
11/24/2003,45.86
11/21/2003,45.75
11/20/2003,45.735
11/19/2003,45.625
11/18/2003,45.63
11/17/2003,45.5
11/14/2003,45.42
11/13/2003,45.355
11/12/2003,45.33
11/11/2003,45.29
11/10/2003,45.215
11/7/2003,45.3
11/6/2003,45.305
11/5/2003,45.25
11/4/2003,45.32
11/3/2003,45.31
10/31/2003,45.32
10/30/2003,45.29
10/29/2003,45.325
10/28/2003,45.3
10/27/2003,45.395
10/24/2003,45.315
10/23/2003,45.275
10/22/2003,45.305
10/21/2003,45.31
10/20/2003,45.32
10/17/2003,45.305
10/16/2003,45.3
10/15/2003,45.69
10/14/2003,45.655
10/13/2003,45.41
10/10/2003,45.37
10/9/2003,45.24
10/8/2003,45.39
10/7/2003,45.28
10/6/2003,45.44
10/3/2003,45.38
10/2/2003,45.5
10/1/2003,45.55
9/30/2003,45.76
9/29/2003,45.8
9/26/2003,45.865
9/25/2003,45.87
9/24/2003,45.77
9/23/2003,45.76
9/22/2003,45.745
9/19/2003,45.93
9/18/2003,45.985
9/17/2003,45.9525
9/16/2003,45.85
9/15/2003,45.79
9/12/2003,45.75
9/11/2003,45.695
9/10/2003,45.71
9/9/2003,45.8
9/8/2003,45.8
9/5/2003,45.865
9/4/2003,45.86
9/3/2003,45.89
9/2/2003,45.87
9/1/2003,45.83
8/29/2003,45.84
8/28/2003,45.865
8/27/2003,45.83
8/26/2003,45.87
8/25/2003,45.885
8/22/2003,45.85
8/21/2003,45.84
8/20/2003,45.815
8/19/2003,45.8
8/18/2003,45.84
8/15/2003,45.875
8/14/2003,45.895
8/13/2003,45.9
8/12/2003,45.88
8/11/2003,45.95
8/8/2003,45.96
8/7/2003,45.93
8/6/2003,46.045
8/5/2003,46.115
8/4/2003,46.135
8/1/2003,46.16
7/31/2003,46.142
7/30/2003,46.12
7/29/2003,46.1175
7/28/2003,46.135
7/25/2003,46.11
7/24/2003,46.16
7/23/2003,46.16
7/22/2003,46.18
7/21/2003,46.275
7/18/2003,46.235
7/17/2003,46.22
7/16/2003,46.1975
7/15/2003,46.13
7/14/2003,46.04
7/11/2003,46.1075
7/10/2003,46.19
7/9/2003,46.23
7/8/2003,46.27
7/7/2003,46.33
7/4/2003,46.33
7/3/2003,46.4
7/2/2003,46.42
7/1/2003,46.435
6/30/2003,46.4875
6/27/2003,46.4025
6/26/2003,46.5775
6/25/2003,46.59
6/24/2003,46.585
6/23/2003,46.655
6/20/2003,46.54
6/19/2003,46.576
6/18/2003,46.5888
6/17/2003,46.59
6/16/2003,46.6675
6/13/2003,46.735
6/12/2003,46.685
6/11/2003,46.6925
6/10/2003,46.7875
6/9/2003,46.885
6/6/2003,46.895
6/5/2003,46.9075
6/4/2003,46.885
6/3/2003,46.95
6/2/2003,47.125
5/30/2003,47.08
5/29/2003,47.0575
5/28/2003,46.98
5/27/2003,46.905
5/26/2003,46.88
5/23/2003,46.9038
5/22/2003,46.905
5/21/2003,46.8625
5/20/2003,46.915
5/19/2003,46.9935
5/16/2003,47.135
5/15/2003,47.125
5/14/2003,47.1525
5/13/2003,47.1588
5/12/2003,47.1645
5/9/2003,47.185
5/8/2003,47.2175
5/7/2003,47.256
5/6/2003,47.271
5/5/2003,47.295
5/2/2003,47.3435
5/1/2003,47.3325
4/30/2003,47.325
4/29/2003,47.38
4/28/2003,47.3563
4/25/2003,47.355
4/24/2003,47.336
4/23/2003,47.345
4/22/2003,47.3475
4/21/2003,47.3595
4/18/2003,47.36
4/17/2003,47.375
4/16/2003,47.3535
4/15/2003,47.3435
4/14/2003,47.355
4/11/2003,47.4125
4/10/2003,47.395
4/9/2003,47.4675
4/8/2003,47.445
4/7/2003,47.445
4/4/2003,47.4375
4/3/2003,47.402
4/2/2003,47.385
4/1/2003,47.455
3/31/2003,47.47
3/28/2003,47.545
3/27/2003,47.54
3/26/2003,47.56
3/25/2003,47.62
3/24/2003,47.66
3/21/2003,47.67
3/20/2003,47.74
3/19/2003,47.695
3/18/2003,47.66
3/17/2003,47.66
3/14/2003,47.64
3/13/2003,47.66
3/12/2003,47.655
3/11/2003,47.65
3/10/2003,47.66
3/7/2003,47.65
3/6/2003,47.63
3/5/2003,47.64
3/4/2003,47.65
3/3/2003,47.65
2/28/2003,47.67
2/27/2003,47.67
2/26/2003,47.68
2/25/2003,47.72
2/24/2003,47.74
2/21/2003,47.72
2/20/2003,47.705
2/19/2003,47.7
2/18/2003,47.725
2/17/2003,47.75
2/14/2003,47.86
2/13/2003,47.9
2/12/2003,47.87
2/11/2003,47.73
2/10/2003,47.695
2/7/2003,47.7
2/6/2003,47.74
2/5/2003,47.75
2/4/2003,47.79
2/3/2003,47.795
1/31/2003,47.795
1/30/2003,47.795
1/29/2003,47.82
1/28/2003,47.895
1/27/2003,47.905
1/24/2003,47.84
1/23/2003,47.91
1/22/2003,47.91
1/21/2003,47.935
1/20/2003,47.95
1/17/2003,47.92
1/16/2003,47.94
1/15/2003,47.94
1/14/2003,47.905
1/13/2003,47.925
1/10/2003,47.975
1/9/2003,47.93
1/8/2003,47.945
1/7/2003,47.99
1/6/2003,47.99
1/3/2003,48
1/2/2003,48.01
1/1/2003,47.9925
12/31/2002,47.975
12/30/2002,47.935
12/27/2002,47.975
12/26/2002,48.01
12/25/2002,48.01
12/24/2002,48.015
12/23/2002,48.01
12/20/2002,48.01
12/19/2002,48.085
12/18/2002,48.115
12/17/2002,48.135
12/16/2002,48.15
12/13/2002,48.185
12/12/2002,48.185
12/11/2002,48.155
12/10/2002,48.19
12/9/2002,48.2
12/6/2002,48.225
12/5/2002,48.25
12/4/2002,48.205
12/3/2002,48.255
12/2/2002,48.285
11/29/2002,48.32
11/28/2002,48.275
11/27/2002,48.235
11/26/2002,48.2
11/25/2002,48.2
11/22/2002,48.19
11/21/2002,48.2
11/20/2002,48.225
11/19/2002,48.18
11/18/2002,48.21
11/15/2002,48.18
11/14/2002,48.265
11/13/2002,48.275
11/12/2002,48.27
11/11/2002,48.225
11/8/2002,48.27
11/7/2002,48.285
11/6/2002,48.33
11/5/2002,48.32
11/4/2002,48.33
11/1/2002,48.34
10/31/2002,48.36
10/30/2002,48.39
10/29/2002,48.375
10/28/2002,48.43
10/25/2002,48.38
10/24/2002,48.39
10/23/2002,48.39
10/22/2002,48.36
10/21/2002,48.35
10/18/2002,48.4
10/17/2002,48.395
10/16/2002,48.39
10/15/2002,48.33
10/14/2002,48.335
10/11/2002,48.33
10/10/2002,48.35
10/9/2002,48.315
10/8/2002,48.36
10/7/2002,48.36
10/4/2002,48.36
10/3/2002,48.36
10/2/2002,48.375
10/1/2002,48.355
9/30/2002,48.375
9/27/2002,48.37
9/26/2002,48.4
9/25/2002,48.405
9/24/2002,48.395
9/23/2002,48.39
9/20/2002,48.415
9/19/2002,48.41
9/18/2002,48.41
9/17/2002,48.41
9/16/2002,48.44
9/13/2002,48.44
9/12/2002,48.45
9/11/2002,48.455
9/10/2002,48.485
9/9/2002,48.53
9/6/2002,48.56
9/5/2002,48.475
9/4/2002,48.45
9/3/2002,48.465
9/2/2002,48.475
8/30/2002,48.51
8/29/2002,48.52
8/28/2002,48.475
8/27/2002,48.5
8/26/2002,48.51
8/23/2002,48.53
8/22/2002,48.545
8/21/2002,48.53
8/20/2002,48.58
8/19/2002,48.58
8/16/2002,48.57
8/15/2002,48.605
8/14/2002,48.6
8/13/2002,48.605
8/12/2002,48.61
8/9/2002,48.645
8/8/2002,48.66
8/7/2002,48.67
8/6/2002,48.705
8/5/2002,48.63
8/2/2002,48.655
8/1/2002,48.65
7/31/2002,48.67
7/30/2002,48.72
7/29/2002,48.72
7/26/2002,48.67
7/25/2002,48.67
7/24/2002,48.67
7/23/2002,48.69
7/22/2002,48.695
7/19/2002,48.74
7/18/2002,48.775
7/17/2002,48.76
7/16/2002,48.805
7/15/2002,48.83
7/12/2002,48.8
7/11/2002,48.8
7/10/2002,48.8
7/9/2002,48.795
7/8/2002,48.81
7/5/2002,48.815
7/4/2002,48.81
7/3/2002,48.8
7/2/2002,48.83
7/1/2002,48.845
6/28/2002,48.885
6/27/2002,48.845
6/26/2002,48.86
6/25/2002,48.9
6/24/2002,48.89
6/21/2002,48.92
6/20/2002,48.91
6/19/2002,48.925
6/18/2002,48.985
6/17/2002,48.99
6/14/2002,48.995
6/13/2002,48.995
6/12/2002,48.975
6/11/2002,48.975
6/10/2002,48.975
6/7/2002,49.0185
6/6/2002,48.97
6/5/2002,49.04
6/4/2002,49.04
6/3/2002,49.035
5/31/2002,49.045
5/30/2002,49.005
5/29/2002,48.985
5/28/2002,48.965
5/27/2002,48.97
5/24/2002,48.995
5/23/2002,49.05
5/22/2002,48.98
5/21/2002,48.995
5/20/2002,49.03
5/17/2002,48.985
5/16/2002,49.05
5/15/2002,49.025
5/14/2002,49
5/13/2002,49.015
5/10/2002,48.965
5/9/2002,48.965
5/8/2002,48.95
5/7/2002,48.965
5/6/2002,48.94
5/3/2002,48.98
5/2/2002,48.94
5/1/2002,48.935
4/30/2002,48.95
4/29/2002,48.975
4/26/2002,48.97
4/25/2002,48.975
4/24/2002,48.99
4/23/2002,48.97
4/22/2002,48.92
4/19/2002,48.885
4/18/2002,48.91
4/17/2002,48.9325
4/16/2002,48.925
4/15/2002,48.915
4/12/2002,48.905
4/11/2002,48.905
4/10/2002,48.905
4/9/2002,48.905
4/8/2002,48.905
4/5/2002,48.84
4/4/2002,48.86
4/3/2002,48.905
4/2/2002,48.82
4/1/2002,48.815
3/29/2002,48.815
3/28/2002,48.815
3/27/2002,48.8
3/26/2002,48.78
3/25/2002,48.755
3/22/2002,48.77
3/21/2002,48.75
3/20/2002,48.725
3/19/2002,48.725
3/18/2002,48.715
3/15/2002,48.725
3/14/2002,48.715
3/13/2002,48.72
3/12/2002,48.72
3/11/2002,48.735
3/8/2002,48.725
3/7/2002,48.72
3/6/2002,48.695
3/5/2002,48.705
3/4/2002,48.705
3/1/2002,48.725
2/28/2002,48.74
2/27/2002,48.73
2/26/2002,48.725
2/25/2002,48.825
2/22/2002,48.755
2/21/2002,48.675
2/20/2002,48.615
2/19/2002,48.655
2/18/2002,48.6
2/15/2002,48.675
2/14/2002,48.695
2/13/2002,48.685
2/12/2002,48.675
2/11/2002,48.73
2/8/2002,48.705
2/7/2002,48.695
2/6/2002,48.69
2/5/2002,48.63
2/4/2002,48.585
2/1/2002,48.525
1/31/2002,48.52
1/30/2002,48.525
1/29/2002,48.435
1/28/2002,48.355
1/25/2002,48.355
1/24/2002,48.345
1/23/2002,48.275
1/22/2002,48.275
1/21/2002,48.245
1/18/2002,48.245
1/17/2002,48.305
1/16/2002,48.295
1/15/2002,48.285
1/14/2002,48.35
1/11/2002,48.415
1/10/2002,48.365
1/9/2002,48.315
1/8/2002,48.275
1/7/2002,48.265
1/4/2002,48.265
1/3/2002,48.265
1/2/2002,48.255
1/1/2002,48.27
12/31/2001,48.245
12/28/2001,48.265
12/27/2001,48.15
12/26/2001,47.95
12/25/2001,47.835
12/24/2001,47.915
12/21/2001,47.82
12/20/2001,47.795
12/19/2001,47.775
12/18/2001,47.825
12/17/2001,47.825
12/14/2001,47.855
12/13/2001,47.855
12/12/2001,47.825
12/11/2001,47.8
12/10/2001,47.835
12/7/2001,47.81
12/6/2001,47.85
12/5/2001,47.93
12/4/2001,47.96
12/3/2001,47.955
11/30/2001,47.925
11/29/2001,47.975
11/28/2001,48.005
11/27/2001,47.97
11/26/2001,47.975
11/23/2001,48.015
11/22/2001,48.025
11/21/2001,47.97
11/20/2001,47.975
11/19/2001,47.945
11/16/2001,47.97
11/15/2001,47.975
11/14/2001,48.06
11/13/2001,48.06
11/12/2001,47.99
11/9/2001,48
11/8/2001,48.015
11/7/2001,47.98
11/6/2001,47.975
11/5/2001,47.975
11/2/2001,47.99
11/1/2001,48
10/31/2001,48.005
10/30/2001,47.98
10/29/2001,47.97
10/26/2001,48.005
10/25/2001,48.035
10/24/2001,48.045
10/23/2001,47.995
10/22/2001,48.005
10/19/2001,48.04
10/18/2001,48.045
10/17/2001,48.005
10/16/2001,47.985
10/15/2001,48.03
10/12/2001,48.03
10/11/2001,48.045
10/10/2001,48.04
10/9/2001,48.125
10/8/2001,48.13
10/5/2001,48.005
10/4/2001,48.005
10/3/2001,47.915
10/2/2001,47.975
10/1/2001,47.985
9/28/2001,47.86
9/27/2001,47.855
9/26/2001,47.875
9/25/2001,47.875
9/24/2001,47.9
9/21/2001,48.015
9/20/2001,47.985
9/19/2001,48.005
9/18/2001,48.05
9/17/2001,47.85
9/14/2001,47.815
9/13/2001,47.56
9/12/2001,47.435
9/11/2001,47.41
9/10/2001,47.355
9/7/2001,47.265
9/6/2001,47.185
9/5/2001,47.15
9/4/2001,47.135
9/3/2001,47.15
8/31/2001,47.135
8/30/2001,47.135
8/29/2001,47.125
8/28/2001,47.145
8/27/2001,47.135
8/24/2001,47.125
8/23/2001,47.125
8/22/2001,47.13
8/21/2001,47.13
8/20/2001,47.125
8/17/2001,47.125
8/16/2001,47.125
8/15/2001,47.125
8/14/2001,47.115
8/13/2001,47.125
8/10/2001,47.12
8/9/2001,47.135
8/8/2001,47.125
8/7/2001,47.115
8/6/2001,47.105
8/3/2001,47.115
8/2/2001,47.105
8/1/2001,47.115
7/31/2001,47.135
7/30/2001,47.145
7/27/2001,47.135
7/26/2001,47.155
7/25/2001,47.135
7/24/2001,47.135
7/23/2001,47.13
7/20/2001,47.13
7/19/2001,47.125
7/18/2001,47.155
7/17/2001,47.125
7/16/2001,47.145
7/13/2001,47.165
7/12/2001,47.155
7/11/2001,47.155
7/10/2001,47.14
7/9/2001,47.14
7/6/2001,47.135
7/5/2001,47.125
7/4/2001,47.11
7/3/2001,47.135
7/2/2001,47.13
6/29/2001,47.04
6/28/2001,47.01
6/27/2001,46.99
6/26/2001,47.02
6/25/2001,47.01
6/22/2001,47
6/21/2001,46.965
6/20/2001,46.96
6/19/2001,46.95
6/18/2001,46.97
6/15/2001,47
6/14/2001,46.975
6/13/2001,47.04
6/12/2001,47.03
6/11/2001,47
6/8/2001,46.98
6/7/2001,46.97
6/6/2001,46.975
6/5/2001,47
6/4/2001,47.015
6/1/2001,47.015
5/31/2001,47
5/30/2001,46.965
5/29/2001,46.96
5/28/2001,46.98
5/25/2001,46.975
5/24/2001,46.975
5/23/2001,46.975
5/22/2001,47.015
5/21/2001,46.975
5/18/2001,46.935
5/17/2001,46.955
5/16/2001,46.975
5/15/2001,47.005
5/14/2001,46.975
5/11/2001,46.885
5/10/2001,46.855
5/9/2001,46.825
5/8/2001,46.825
5/7/2001,46.825
5/4/2001,46.825
5/3/2001,46.825
5/2/2001,46.825
5/1/2001,46.82
4/30/2001,46.83
4/27/2001,46.85
4/26/2001,46.85
4/25/2001,46.845
4/24/2001,46.815
4/23/2001,46.815
4/20/2001,46.825
4/19/2001,46.85
4/18/2001,46.855
4/17/2001,46.855
4/16/2001,47.02
4/13/2001,46.845
4/12/2001,46.835
4/11/2001,46.695
4/10/2001,46.555
4/9/2001,46.555
4/6/2001,46.555
4/5/2001,46.57
4/4/2001,46.595
4/3/2001,46.625
4/2/2001,46.635
3/30/2001,46.615
3/29/2001,46.63
3/28/2001,46.615
3/27/2001,46.62
3/26/2001,46.65
3/23/2001,46.695
3/22/2001,46.7
3/21/2001,46.685
3/20/2001,46.705
3/19/2001,46.695
3/16/2001,46.705
3/15/2001,46.64
3/14/2001,46.655
3/13/2001,46.655
3/12/2001,46.565
3/9/2001,46.54
3/8/2001,46.525
3/7/2001,46.535
3/6/2001,46.515
3/5/2001,46.52
3/2/2001,46.55
3/1/2001,46.555
2/28/2001,46.55
2/27/2001,46.66
2/26/2001,46.635
2/23/2001,46.605
2/22/2001,46.565
2/21/2001,46.615
2/20/2001,46.615
2/19/2001,46.541
2/16/2001,46.535
2/15/2001,46.555
2/14/2001,46.635
2/13/2001,46.555
2/12/2001,46.4788
2/9/2001,46.475
2/8/2001,46.41
2/7/2001,46.425
2/6/2001,46.38
2/5/2001,46.4
2/2/2001,46.41
2/1/2001,46.4
1/31/2001,46.4
1/30/2001,46.425
1/29/2001,46.495
1/26/2001,46.475
1/25/2001,46.48
1/24/2001,46.375
1/23/2001,46.345
1/22/2001,46.365
1/19/2001,46.375
1/18/2001,46.405
1/17/2001,46.435
1/16/2001,46.495
1/15/2001,46.55
1/12/2001,46.55
1/11/2001,46.645
1/10/2001,46.62
1/9/2001,46.625
1/8/2001,46.68
1/5/2001,46.715
1/4/2001,46.725
1/3/2001,46.705
1/2/2001,46.7
1/1/2001,46.665
12/29/2000,46.675
12/28/2000,46.695
12/27/2000,46.73
12/26/2000,46.645
12/25/2000,46.6835
12/22/2000,46.665
12/21/2000,46.69
12/20/2000,46.71
12/19/2000,46.685
12/18/2000,46.74
12/15/2000,46.77
12/14/2000,46.76
12/13/2000,46.765
12/12/2000,46.765
12/11/2000,46.765
12/8/2000,46.765
12/7/2000,46.755
12/6/2000,46.76
12/5/2000,46.695
12/4/2000,46.8235
12/1/2000,46.86
11/30/2000,46.865
11/29/2000,46.875
11/28/2000,46.8675
11/27/2000,46.84
11/24/2000,46.83
11/23/2000,46.818
11/22/2000,46.82
11/21/2000,46.79
11/20/2000,46.775
11/17/2000,46.7735
11/16/2000,46.84
11/15/2000,46.75
11/14/2000,46.805
11/13/2000,46.78
11/10/2000,46.73
11/9/2000,46.725
11/8/2000,46.67
11/7/2000,46.665
11/6/2000,46.6
11/3/2000,46.59
11/2/2000,46.725
11/1/2000,46.79
10/31/2000,46.73
10/30/2000,46.625
10/27/2000,46.725
10/26/2000,46.64
10/25/2000,46.625
10/24/2000,46.37
10/23/2000,46.375
10/20/2000,46.355
10/19/2000,46.325
10/18/2000,46.3375
10/17/2000,46.3
10/16/2000,46.34
10/13/2000,46.365
10/12/2000,46.265
10/11/2000,46.265
10/10/2000,46.175
10/9/2000,46.0875
10/6/2000,46.095
10/5/2000,46.08
10/4/2000,46.045
10/3/2000,46.025
10/2/2000,46.025
9/29/2000,46.04
9/28/2000,46.01
9/27/2000,46.05
9/26/2000,46.06
9/25/2000,46.005
9/22/2000,46.2
9/21/2000,45.85
9/20/2000,46.29
9/19/2000,46.4
9/18/2000,46
9/15/2000,45.8
9/14/2000,45.7
9/13/2000,45.625
9/12/2000,45.625
9/11/2000,45.605
9/8/2000,45.645
9/7/2000,45.645
9/6/2000,45.65
9/5/2000,45.725
9/4/2000,45.715
9/1/2000,45.765
8/31/2000,45.79
8/30/2000,45.8
8/29/2000,45.8
8/28/2000,45.785
8/25/2000,45.86
8/24/2000,45.93
8/23/2000,45.785
8/22/2000,45.685
8/21/2000,45.65
8/18/2000,45.765
8/17/2000,45.92
8/16/2000,45.72
8/15/2000,45.73
8/14/2000,45.74
8/11/2000,45.8
8/10/2000,45.85
8/9/2000,45.6
8/8/2000,45.715
8/7/2000,45.59
8/4/2000,45.48
8/3/2000,45.33
8/2/2000,45.35
8/1/2000,45.155
7/31/2000,45.01
7/28/2000,44.87
7/27/2000,44.855
7/26/2000,44.855
7/25/2000,44.905
7/24/2000,44.745
7/21/2000,44.75
7/20/2000,44.915
7/19/2000,44.775
7/18/2000,44.75
7/17/2000,44.705
7/14/2000,44.7
7/13/2000,44.705
7/12/2000,44.665
7/11/2000,44.675
7/10/2000,44.645
7/7/2000,44.72
7/6/2000,44.78
7/5/2000,44.695
7/4/2000,44.665
7/3/2000,44.67
6/30/2000,44.675
6/29/2000,44.6725
6/28/2000,44.66
6/27/2000,44.66
6/26/2000,44.645
6/23/2000,44.68
6/22/2000,44.66
6/21/2000,44.665
6/20/2000,44.64
